transaction_id,account_id,transaction_date,amount,transaction_type,category,description,merchant,currency,status
3992,5199,2024-01-06,9192.94,credit,Payroll,Payroll,Amazon,USD,pending
3993,5343,2023-02-08,7604.64,credit,transfer,,United Airlines,USD,pending
3994,5092,14-Apr-2023,-5799.36,Debit,F&D,N/A,Netflix,USD,COMPLETED
3995,5375,20-Jan-2023,3607.58,credit,ATM,Target,Target,GBP,Complete
3996,5094,"Jan 01, 2024",6312.23,DR,Payroll,Payroll,Google,USD,F
3997,5142,13-Apr-2024,4675.25,CR,ATM Cash,Amazon,Amazon,USD,pending
3998,5073,2023-01-18,2676.43,CREDIT,Bills,unknown,Spotify,USD,failed
3999,5245,2023-07-24,8103.46,credit,PAYROLL,PAYROLL,CVS Pharmacy,EUR,pending
4000,5340,01/25/2024,7846.09,Credit,PAYROLL,N/A,Starbucks,USD,completed
4001,5383,2023-08-14,2828.3,Debit,PAYROLL,N/A,CVS Pharmacy,GBP,FAILED
4002,5149,02/20/2023,8077.74,CREDIT,Restaurants,Starbucks,Starbucks,USD,F
4003,5361,2024-01-08,3878.89,CR,Medical,Medical,Amazon,USD,FAILED
4004,5023,"Jan 30, 2024",3362.39,CREDIT,utilities,Spotify,Spotify,USD,declined
4005,5208,16-Apr-2024,2663.73,CR,Retail,Shopping,CVS Pharmacy,USD,Complete
4006,5155,06/06/2024,-8710.55,DEBIT,Wire,Transfer,Target,USD,pending
4007,5360,2023-09-19,-6666.84,DEBIT,shopping,Target,Target,USD,pending
4008,5049,01/14/2023,-5436.27,debit,Restaurants,null,Walmart,USD,Pending
4009,5039,10/27/2023,545.41,credit,MEDICAL,N/A,Shell,USD,Failed
4010,5385,03-Feb-2023,4359.4,DEBIT,food & drink,Food & Dining,Amazon,USD,failed
4011,5109,11/28/2023,1067.36,DEBIT,DD,Payroll,Google,USD,failed
4012,5347,2023-12-07,8959.0,credit,Shopping,Google,Google,USD,Pending
4013,5294,01-Jan-2024,7366.02,credit,retail,United Airlines,United Airlines,USD,declined
4014,5111,24-Jan-2024,5186.34,debit,food,food,Target,MXN,P
4015,5103,"Feb 11, 2024",2542.13,credit,xfer,Walmart,Walmart,USD,completed
4016,5160,"May 04, 2023",-8211.79,DR,TRANSFER,TRANSFER,Walmart,USD,PENDING
4017,5008,"Jun 27, 2023",-1986.09,DEBIT,wire transfer,N/A,Apple,USD,Complete
4018,5046,"Jul 23, 2023",1114.55,credit,transfer,N/A,Starbucks,USD,FAILED
4019,5199,2023-05-12,8759.83,Debit,Xfer,N/A,Starbucks,USD,Completed
4020,5040,26-Oct-2023,-1072.97,DEBIT,Health,Health,CVS Pharmacy,GBP,Failed
4021,5103,03/11/2024,4556.08,Credit,Food & Dining,N/A,Whole Foods,USD,declined
4022,5319,10/09/2023,-3327.01,debit,WIRE,Netflix,Netflix,USD,Pending
4023,5134,06-Jun-2024,4045.58,DR,bills,N/A,Apple,USD,Failed
4024,5002,13-Dec-2023,-7714.26,debit,dining,N/A,Apple,CAD,F
4025,5128,"Feb 01, 2024",-4199.37,DR,medical,Netflix,Netflix,EUR,C
4026,5251,24-Jan-2023,1725.86,CREDIT,TRANSFER,TRANSFER,Whole Foods,USD,declined
4027,5228,"Jun 24, 2023",5060.11,CREDIT,ATM Cash,ATM Withdrawal,Spotify,USD,C
4028,5028,"Jun 29, 2023",-2898.47,debit,Airline,Airline,Shell,USD,Failed
4029,5302,08-Jun-2023,8831.7,CREDIT,direct deposit,direct deposit,Netflix,USD,F
4030,5304,09/11/2023,7873.73,DR,utility,utility,Whole Foods,USD,Failed
4031,5057,21-May-2023,8762.6,CR,salary,null,Starbucks,USD,FAILED
4032,5349,"Jan 16, 2023",-1157.87,DR,utility,Target,Target,USD,declined
4033,5265,27-Apr-2023,-6087.42,DEBIT,cash,ATM Withdrawal,Walmart,USD,failed
4034,5063,2023-09-27,3793.61,CR,Xfer,Walmart,Walmart,USD,Declined
4035,5159,2023-02-14,-4248.78,Debit,xfer,,United Airlines,USD,failed
4036,5074,2023-12-28,-6294.87,DEBIT,CASH,Walmart,Walmart,USD,Pending
4037,5167,"Apr 04, 2023",8237.05,CREDIT,cash,Apple,Apple,USD,F
4038,5327,11/12/2023,9100.04,Credit,hotel,unknown,Netflix,USD,Completed
4039,5156,04/14/2024,1832.84,credit,DINING,Food & Dining,United Airlines,USD,FAILED
4040,5071,08-Jan-2023,9347.67,Credit,UTILITIES,Utilities,Spotify,USD,Failed
4041,5350,03/18/2024,2508.36,CREDIT,CASH,CASH,CVS Pharmacy,USD,Declined
4042,5392,01/07/2024,-7367.41,Debit,wire transfer,Amazon,Amazon,USD,failed
4043,5300,"Oct 18, 2023",7683.66,DEBIT,retail,retail,Google,USD,Declined
4044,5296,04/24/2023,-4788.2,DR,cash,N/A,Apple,USD,Completed
4045,5324,14-Mar-2024,1958.75,CR,utilities,Google,Google,USD,declined
4046,5245,2024-03-16,5656.83,credit,utilities,Target,Target,USD,FAILED
4047,5217,04/29/2024,1949.62,CR,Salary,,Amazon,USD,pending
4048,5125,12-Jun-2024,6704.53,CR,Health,Healthcare,Shell,CAD,Pending
4049,5116,03/10/2023,5189.31,CR,Medical,unknown,CVS Pharmacy,USD,C
4050,5214,03/01/2023,-8337.29,Debit,restaurants,unknown,unknown,GBP,completed
4051,5245,30-Mar-2023,2451.74,CR,salary,Payroll,Apple,USD,F
4052,5355,29-Apr-2024,-6465.58,DEBIT,transfer,transfer,Shell,USD,Declined
4053,5134,01/31/2023,5321.78,Debit,Cash,ATM Withdrawal,Walmart,USD,declined
4054,5264,08/22/2023,1057.74,CREDIT,shopping,shopping,Target,USD,C
4055,5168,"Feb 26, 2023",6529.89,credit,Healthcare,N/A,United Airlines,USD,Completed
4056,5337,2023-03-05,-95.66,debit,health,Healthcare,null,GBP,P
4057,5118,02-Jul-2023,-7863.45,DEBIT,Payroll,Payroll,Amazon,USD,declined
4058,5265,16-Jul-2023,-962.84,Debit,shopping,shopping,Apple,USD,COMPLETED
4059,5149,03/24/2023,8849.76,credit,Xfer,N/A,Netflix,CAD,Pending
4060,5277,13-Aug-2023,1658.56,Credit,Purchase,unknown,Netflix,USD,Completed
4061,5367,24-Feb-2024,-7176.63,DEBIT,DD,N/A,Spotify,USD,Failed
4062,5341,15-Mar-2024,986.49,Credit,retail,retail,Apple,USD,Completed
4063,5238,11/13/2023,-8147.05,DEBIT,Retail,Shopping,Target,USD,PENDING
4064,5243,2023-04-28,-7829.87,debit,Salary,Payroll,Amazon,USD,P
4065,5128,"Mar 31, 2024",5853.63,credit,health,Healthcare,Whole Foods,CAD,completed
4066,5057,02/15/2023,32.04,DEBIT,salary,Whole Foods,Whole Foods,USD,pending
4067,5241,18-May-2023,5347.45,credit,TRANSFER,,,USD,FAILED
4068,5352,"May 16, 2023",8534.83,Debit,Medical,Medical,Starbucks,USD,failed
4069,5006,01/01/2023,6100.81,credit,dining,dining,CVS Pharmacy,USD,COMPLETED
4070,5260,01/13/2024,7496.08,Credit,Retail,Starbucks,Starbucks,USD,C
4071,5275,"Mar 15, 2023",1908.59,credit,dining,dining,CVS Pharmacy,USD,completed
4072,5050,01/10/2023,7917.12,Credit,ATM Cash,ATM Cash,Shell,USD,Pending
4073,5279,"Nov 18, 2023",6338.65,DEBIT,wire transfer,wire transfer,United Airlines,USD,Complete
4074,5301,2024-04-14,4985.94,credit,TRANSFER,Apple,Apple,USD,failed
4075,5393,01/08/2024,6254.01,CR,retail,,Shell,USD,declined
4076,5240,"Feb 21, 2024",-6795.29,DEBIT,medical,Healthcare,unknown,GBP,COMPLETED
4077,5281,04/25/2024,7558.87,Credit,UTILITIES,Utilities,Walmart,USD,pending
4078,5379,2024-03-22,-3652.8,Debit,cash,Spotify,Spotify,USD,COMPLETED
4079,5204,2023-11-29,3744.85,CREDIT,direct deposit,direct deposit,Walmart,MXN,Complete
4080,5376,02-Feb-2023,1202.4,CREDIT,direct deposit,N/A,Google,USD,C
4081,5180,"Jan 15, 2023",-3940.18,DEBIT,direct deposit,direct deposit,Walmart,USD,completed
4082,5218,"Jan 31, 2024",4626.16,Credit,payroll,Starbucks,Starbucks,EUR,F
4083,5065,30-Apr-2023,8642.66,DR,CASH,,Netflix,USD,Failed
4084,5004,"May 15, 2023",-496.19,debit,WIRE,Amazon,Amazon,USD,Complete
4085,5010,31-Mar-2024,-1440.31,DR,TRAVEL,Whole Foods,Whole Foods,USD,declined
4086,5268,2024-03-22,-6999.91,debit,food,Spotify,Spotify,USD,FAILED
4087,5200,25-Dec-2023,-8517.15,Debit,Wire,Wire,Google,USD,pending
4088,5048,2024-05-09,-4468.69,DR,Wire,unknown,Amazon,USD,C
4089,5278,"Nov 19, 2023",744.1,CREDIT,salary,salary,Google,USD,C
4090,5284,"Apr 03, 2023",8009.66,Credit,Utilities,Utilities,Shell,USD,failed
4091,5171,09-Sep-2023,3264.85,credit,Utilities,Utilities,Target,USD,C
4092,5220,01/23/2024,7973.8,CREDIT,Transfer,Transfer,Walmart,USD,Failed
4093,5357,2024-03-17,9475.82,credit,shopping,Shopping,Apple,USD,P
4094,5246,07-Jan-2024,7737.91,Credit,restaurants,Food & Dining,Target,USD,C
4095,5086,02/01/2024,1239.98,credit,TRANSFER,TRANSFER,Apple,EUR,P
4096,5233,31-Jul-2023,-6487.6,Debit,Food & Dining,unknown,Google,EUR,Complete
4097,5240,17-Apr-2024,-9024.88,DEBIT,Retail,Retail,Starbucks,USD,Completed
4098,5246,10-May-2023,9409.16,Credit,retail,Shopping,Spotify,USD,Complete
4099,5122,24-Jan-2023,-3430.32,Debit,DD,DD,Spotify,USD,COMPLETED
4100,5261,"Dec 16, 2023",-866.67,DR,xfer,Transfer,Shell,USD,Complete
4101,5109,07/14/2023,3304.63,credit,Utilities,,Apple,EUR,COMPLETED
4102,5106,03/06/2024,4860.98,credit,Travel,Travel,Shell,USD,completed
4103,5061,2023-03-20,-8973.53,debit,Transfer,Transfer,Whole Foods,USD,Complete
4104,5265,2023-03-26,-8822.43,Debit,health,Healthcare,Apple,USD,C
4105,5121,2023-07-28,7672.35,DR,Purchase,Shell,Shell,USD,P
4106,5269,"Apr 07, 2024",4752.83,CR,Hotel,Starbucks,Starbucks,USD,C
4107,5082,07/24/2023,5032.1,DR,retail,null,null,USD,Completed
4108,5075,"Feb 11, 2023",-2429.39,DEBIT,hotel,hotel,CVS Pharmacy,EUR,Declined
4109,5206,14-Jul-2023,-8507.92,DR,wire transfer,Whole Foods,Whole Foods,USD,declined
4110,5175,10/11/2023,4003.7,Credit,shopping,Whole Foods,Whole Foods,USD,Pending
4111,5350,31-Mar-2024,-681.88,DR,food,,Starbucks,USD,pending
4112,5192,2024-06-15,4984.35,CREDIT,Payroll,unknown,CVS Pharmacy,USD,completed
4113,5050,20-Sep-2023,1584.99,CREDIT,DINING,unknown,unknown,USD,Declined
4114,5181,27-Jun-2023,5579.42,CREDIT,ATM Cash,ATM Cash,Starbucks,USD,pending
4115,5010,05-Oct-2023,6839.36,CR,Salary,null,Google,USD,pending
4116,5268,2023-05-14,-2030.04,debit,Health,Health,Whole Foods,USD,pending
4117,5182,"Feb 05, 2023",2612.93,DEBIT,HOTEL,Travel,Spotify,USD,Pending
4118,5174,12/12/2023,6602.32,Credit,food,Food & Dining,Starbucks,USD,F
4119,5241,18-May-2023,5913.14,Credit,Airline,Airline,Netflix,USD,FAILED
4120,5132,"Jan 21, 2023",8496.44,debit,Cash,Cash,Target,USD,declined
4121,5087,02-Aug-2023,4227.47,CREDIT,Transfer,unknown,Google,USD,COMPLETED
4122,5017,01/16/2024,176.82,credit,PAYROLL,unknown,Netflix,USD,COMPLETED
4123,5205,"Aug 21, 2023",756.93,credit,Payroll,Google,Google,USD,completed
4124,5282,18-Mar-2023,756.89,credit,Cash,Cash,Spotify,USD,FAILED
4125,5276,"May 24, 2023",-6637.2,DEBIT,Hotel,Hotel,Walmart,USD,Pending
4126,5144,04/28/2024,4433.6,credit,UTILITIES,null,CVS Pharmacy,USD,C
4127,5346,"Apr 11, 2024",-8321.0,debit,Utilities,Utilities,United Airlines,USD,failed
4128,5075,"Apr 21, 2023",-2569.09,Debit,SHOPPING,unknown,Apple,USD,failed
4129,5360,01/21/2023,2380.36,DR,payroll,Target,Target,USD,Failed
4130,5386,03-Feb-2023,1213.04,CR,healthcare,Healthcare,Starbucks,USD,Declined
4131,5008,2023-10-17,7650.93,CR,ATM,ATM Withdrawal,Google,USD,failed
4132,5293,02/20/2024,9232.47,Credit,Health,N/A,Netflix,USD,failed
4133,5366,02/02/2023,-6788.77,Debit,Travel,Travel,Google,USD,P
4134,5037,01/14/2023,3836.84,Credit,Xfer,,Apple,USD,C
4135,5397,02/09/2024,-8311.04,DR,Airline,Target,Target,USD,Completed
4136,5188,09-Nov-2023,-6997.85,DEBIT,medical,Shell,Shell,USD,PENDING
4137,5147,05-Jul-2023,1213.15,Debit,Food & Dining,Food & Dining,Walmart,USD,Declined
4138,5363,10/19/2023,4781.9,credit,utility,CVS Pharmacy,CVS Pharmacy,USD,Failed
4139,5081,10/31/2023,5766.17,CR,F&D,N/A,Shell,USD,Pending
4140,5056,06/30/2023,-4605.89,debit,ATM,Target,Target,GBP,PENDING
4141,5334,02/06/2023,6088.8,credit,utilities,N/A,Google,USD,P
4142,5009,02-Mar-2023,2934.2,DR,MEDICAL,Whole Foods,Whole Foods,USD,Pending
4143,5021,25-Mar-2024,7409.87,debit,utilities,Utilities,Starbucks,USD,Complete
4144,5021,01/28/2024,4862.32,CR,Transfer,,Spotify,USD,C
4145,5001,01/27/2024,3559.58,Debit,payroll,Apple,Apple,USD,Completed
4146,5040,01/27/2023,-1700.3,Debit,atm,Spotify,Spotify,USD,declined
4147,5260,2023-05-04,4702.15,Debit,PAYROLL,null,Spotify,USD,Declined
4148,5048,02/23/2023,-2125.59,debit,wire transfer,Transfer,Starbucks,USD,F
4149,5151,"Sep 10, 2023",-1146.59,DEBIT,purchase,Shopping,Spotify,USD,PENDING
4150,5209,2023-09-05,5648.98,credit,food,,Whole Foods,USD,FAILED
4151,5229,23-Feb-2023,-1042.91,DEBIT,xfer,United Airlines,United Airlines,USD,pending
4152,5075,01/31/2023,6003.2,Credit,restaurants,unknown,Target,USD,COMPLETED
4153,5192,"May 10, 2023",3598.6,CR,food & drink,Food & Dining,United Airlines,USD,declined
4154,5073,04/20/2024,6698.81,CREDIT,direct deposit,direct deposit,Whole Foods,USD,C
4155,5396,2024-04-10,-6342.97,DR,dining,dining,United Airlines,CAD,declined
4156,5032,"May 20, 2023",6665.63,DEBIT,cash,United Airlines,United Airlines,USD,Pending
4157,5352,2023-03-04,7568.64,Debit,wire transfer,null,Spotify,USD,Completed
4158,5149,2023-12-07,-4169.86,debit,CASH,unknown,CVS Pharmacy,MXN,COMPLETED
4159,5298,05/07/2023,5352.68,Credit,Cash,Cash,Shell,EUR,P
4160,5153,08/02/2023,3966.8,Credit,DINING,Food & Dining,Google,USD,P
4161,5175,06-Jun-2023,-3801.51,debit,food & drink,null,Shell,USD,Pending
4162,5376,09-Jan-2024,7095.7,CREDIT,WIRE,WIRE,Starbucks,USD,F
4163,5352,2023-01-18,3042.35,credit,SHOPPING,Shopping,Whole Foods,USD,F
4164,5232,19-Oct-2023,8638.19,Credit,direct deposit,N/A,Spotify,USD,Declined
4165,5152,09-Jun-2023,7043.77,CREDIT,Hotel,null,null,GBP,P
4166,5334,24-Jan-2024,-8375.23,Debit,payroll,payroll,,USD,Pending
4167,5053,"Jun 18, 2023",-8275.03,DEBIT,TRANSFER,N/A,Walmart,USD,Pending
4168,5189,02/04/2024,-4047.44,debit,utility,Whole Foods,Whole Foods,USD,Failed
4169,5021,22-Mar-2023,7809.09,CREDIT,Retail,unknown,Walmart,GBP,FAILED
4170,5227,"Aug 04, 2023",9072.39,Credit,retail,unknown,Shell,CAD,C
4171,5359,"Apr 14, 2023",7670.08,CREDIT,Healthcare,unknown,Shell,USD,C
4172,5007,"Feb 11, 2024",3637.62,DR,utilities,,United Airlines,USD,Failed
4173,5200,08/19/2023,8469.8,Debit,ATM Withdrawal,Spotify,Spotify,USD,completed
4174,5177,03/01/2024,-5005.19,DEBIT,CASH,CASH,null,USD,FAILED
4175,5127,29-Feb-2024,-506.55,DR,food,Food & Dining,Starbucks,USD,Complete
4176,5169,2023-04-13,7026.22,CREDIT,Health,null,Netflix,USD,completed
4177,5262,16-Nov-2023,5265.57,DR,Medical,null,United Airlines,USD,F
4178,5014,"Jul 28, 2023",-6282.01,Debit,healthcare,Healthcare,Target,USD,declined
4179,5319,2023-05-26,2126.02,CREDIT,WIRE,unknown,Whole Foods,USD,declined
4180,5349,"Feb 15, 2023",-4730.16,Debit,TRAVEL,N/A,Google,USD,completed
4181,5133,04/15/2024,3350.67,CR,medical,medical,Amazon,USD,pending
4182,5057,11-May-2023,-8180.06,DEBIT,UTIL,Target,Target,USD,Failed
4183,5045,11-Apr-2024,5111.63,DR,Medical,,,USD,P
4184,5037,"Sep 08, 2023",6059.51,Credit,bills,N/A,Shell,USD,PENDING
4185,5005,12/15/2023,-2360.99,debit,UTILITIES,null,Netflix,USD,Completed
4186,5204,2024-02-17,9446.18,CREDIT,ATM Withdrawal,ATM Withdrawal,Walmart,USD,Declined
4187,5100,2023-01-14,-5015.69,debit,hotel,,Starbucks,USD,completed
4188,5203,"Feb 20, 2024",7596.62,CREDIT,Xfer,Transfer,Whole Foods,USD,failed
4189,5386,"Jan 14, 2023",4892.87,CREDIT,Payroll,Apple,Apple,USD,P
4190,5363,09/17/2023,2851.73,CR,DINING,,Netflix,USD,Failed
4191,5353,2023-08-24,-2672.86,DEBIT,Purchase,Netflix,Netflix,USD,Declined
4192,5377,24-Mar-2024,591.68,CREDIT,utility,N/A,Starbucks,CAD,failed
4193,5266,2023-06-24,6967.54,Credit,DD,DD,Shell,USD,P
4194,5043,02/26/2024,4160.24,Credit,UTILITIES,UTILITIES,Whole Foods,USD,Declined
4195,5287,2023-12-27,5978.5,CREDIT,MEDICAL,Healthcare,unknown,USD,Pending
4196,5347,"Feb 04, 2023",1941.21,DR,UTIL,UTIL,Shell,USD,completed
4197,5123,09/26/2023,3512.18,Debit,utilities,Utilities,Spotify,USD,Complete
4198,5328,"Mar 11, 2024",4790.58,CR,F&D,Food & Dining,Apple,USD,COMPLETED
4199,5130,"Jan 14, 2024",7584.61,Credit,Medical,,Amazon,USD,failed
4200,5300,02/26/2023,143.61,DR,Travel,Starbucks,Starbucks,USD,F
4201,5301,20-Aug-2023,9054.26,credit,DD,unknown,Walmart,USD,Complete
4202,5126,02/03/2024,6449.85,Credit,F&D,Food & Dining,Target,USD,Complete
4203,5205,05/23/2024,-4786.06,debit,Cash,Amazon,Amazon,USD,Completed
4204,5107,06-Oct-2023,3803.92,CREDIT,ATM,ATM Withdrawal,Starbucks,USD,failed
4205,5040,"Mar 17, 2024",-1520.82,DEBIT,bills,bills,Shell,USD,Complete
4206,5381,09/28/2023,-8898.14,DR,medical,Healthcare,Spotify,USD,Completed
4207,5379,14-May-2024,139.88,CR,Bills,Bills,United Airlines,USD,P
4208,5340,12/16/2023,3534.79,DEBIT,DINING,DINING,Starbucks,USD,Pending
4209,5325,"Jun 08, 2024",1634.37,Credit,Airline,Starbucks,Starbucks,GBP,FAILED
4210,5262,07-Jun-2024,-8333.23,DR,Utilities,Utilities,CVS Pharmacy,USD,Failed
4211,5118,01/05/2024,-7245.16,debit,medical,null,Amazon,USD,F
4212,5172,10/26/2023,-6478.3,debit,Direct Deposit,United Airlines,United Airlines,USD,PENDING
4213,5323,23-Mar-2023,4777.07,CR,medical,Apple,Apple,USD,Pending
4214,5068,"Jun 25, 2023",1771.47,credit,retail,Netflix,Netflix,USD,Pending
4215,5293,"Jun 27, 2023",929.67,CREDIT,Xfer,Netflix,Netflix,USD,F
4216,5195,"Mar 09, 2023",3650.25,credit,payroll,CVS Pharmacy,CVS Pharmacy,USD,F
4217,5344,05/02/2023,-3811.61,Debit,food & drink,Food & Dining,United Airlines,USD,COMPLETED
4218,5394,12/15/2023,3202.18,CR,Hotel,unknown,CVS Pharmacy,USD,Declined
4219,5399,"Jan 29, 2023",-8221.46,DEBIT,utilities,Starbucks,Starbucks,EUR,declined
4220,5136,04/14/2023,5681.8,Credit,Shopping,Shopping,United Airlines,USD,P
4221,5074,2023-08-13,-263.5,debit,travel,Spotify,Spotify,USD,PENDING
4222,5363,2023-09-09,7473.29,DEBIT,Cash,ATM Withdrawal,Netflix,USD,pending
4223,5069,2023-12-19,5836.56,CR,Health,Walmart,Walmart,USD,failed
4224,5227,03/28/2024,3647.05,Credit,travel,,United Airlines,GBP,P
4225,5385,08-Feb-2024,-4925.93,Debit,TRANSFER,Transfer,Google,USD,Declined
4226,5067,20-Mar-2024,3163.03,CR,restaurants,Whole Foods,Whole Foods,USD,Completed
4227,5396,06/05/2024,8853.6,debit,purchase,null,Spotify,USD,pending
4228,5240,12/14/2023,-3001.09,DR,medical,medical,Shell,USD,failed
4229,5158,31-Mar-2023,8433.29,Credit,utility,Utilities,Apple,USD,P
4230,5050,11/03/2023,5339.76,Debit,direct deposit,CVS Pharmacy,CVS Pharmacy,USD,Failed
4231,5298,04/22/2023,-2999.53,DR,ATM,null,Google,USD,completed
4232,5086,"Jan 13, 2023",6412.73,debit,shopping,Starbucks,Starbucks,USD,COMPLETED
4233,5034,05/10/2023,3852.8,Credit,ATM Withdrawal,ATM Withdrawal,Target,USD,pending
4234,5215,2023-12-25,-8714.49,DR,DD,,CVS Pharmacy,USD,Completed
4235,5035,02/22/2023,8353.47,CREDIT,Purchase,Netflix,Netflix,USD,F
4236,5359,08-Apr-2024,4360.4,CR,Direct Deposit,,Google,USD,Failed
4237,5055,2023-03-06,4762.2,CREDIT,travel,,Spotify,USD,COMPLETED
4238,5121,"Jul 30, 2023",542.73,credit,Airline,Airline,Shell,USD,F
4239,5055,10-Jan-2023,2455.15,credit,Food & Dining,null,null,USD,P
4240,5174,"Feb 09, 2023",-8561.5,DR,restaurants,restaurants,Starbucks,USD,Failed
4241,5043,"Feb 25, 2023",8175.26,Debit,ATM Cash,ATM Cash,Apple,USD,declined
4242,5122,04/24/2023,-40.21,DR,salary,salary,Google,EUR,pending
4243,5199,16-Jun-2023,1274.11,Credit,Bills,null,Walmart,USD,pending
4244,5118,02/01/2023,-5625.8,Debit,CASH,ATM Withdrawal,Amazon,USD,Failed
4245,5201,17-Jun-2024,-3465.44,Debit,shopping,N/A,Google,GBP,P
4246,5268,06/26/2024,3147.77,credit,ATM Withdrawal,ATM Withdrawal,Google,USD,Failed
4247,5062,"May 18, 2024",-7236.92,Debit,atm,Google,Google,USD,C
4248,5048,28-Jul-2023,3538.92,DEBIT,Travel,CVS Pharmacy,CVS Pharmacy,USD,Complete
4249,5094,30-Oct-2023,-4000.23,debit,Xfer,Transfer,Target,USD,C
4250,5346,04/18/2023,8217.2,CR,dining,unknown,Shell,USD,declined
4251,5006,01/01/2023,7133.44,CR,DD,null,Shell,USD,Complete
4252,5233,01-Aug-2023,8065.43,CREDIT,Cash,Starbucks,Starbucks,USD,Failed
4253,5244,05/04/2023,3588.48,credit,atm,null,Apple,USD,Failed
4254,5084,2023-02-17,7377.16,CREDIT,food,food,Google,USD,Failed
4255,5249,18-Jan-2023,4822.57,CR,shopping,Shopping,Apple,USD,completed
4256,5106,05/20/2024,-7916.6,Debit,Salary,United Airlines,United Airlines,USD,pending
4257,5036,07-Jan-2023,8704.58,Credit,Purchase,Amazon,Amazon,USD,F
4258,5249,2023-10-19,362.67,CREDIT,food & drink,,Starbucks,USD,F
4259,5032,2023-09-06,6018.89,CR,Retail,Walmart,Walmart,USD,Completed
4260,5030,2023-04-12,9246.61,CREDIT,travel,N/A,Netflix,USD,PENDING
4261,5383,2023-09-26,4498.2,Credit,Restaurants,Google,Google,USD,FAILED
4262,5149,2023-11-27,-2840.87,Debit,Wire,Transfer,CVS Pharmacy,USD,Failed
4263,5234,"Sep 16, 2023",5239.12,CR,Wire,Wire,Walmart,CAD,failed
4264,5397,"Jul 18, 2023",3239.98,CR,dining,Walmart,Walmart,USD,Declined
4265,5284,16-Sep-2023,7939.05,Credit,Xfer,N/A,United Airlines,CAD,COMPLETED
4266,5012,06-Mar-2024,1634.68,Credit,medical,Healthcare,Spotify,USD,FAILED
4267,5015,07/05/2023,3832.08,debit,cash,ATM Withdrawal,Apple,USD,Complete
4268,5039,12/21/2023,1613.54,credit,transfer,Spotify,Spotify,USD,PENDING
4269,5272,21-Jul-2023,9301.34,Debit,healthcare,healthcare,Target,USD,pending
4270,5025,2023-02-11,5125.17,Credit,TRANSFER,Transfer,Netflix,EUR,failed
4271,5073,2023-06-20,-2507.91,DR,transfer,Transfer,Walmart,USD,Completed
4272,5227,"Oct 07, 2023",8625.26,debit,shopping,Shopping,,GBP,Pending
4273,5259,29-Jan-2023,1173.01,credit,Purchase,Shopping,null,USD,COMPLETED
4274,5083,12/18/2023,1079.44,CR,food,null,null,USD,PENDING
4275,5022,"Jul 19, 2023",2340.46,credit,dining,Food & Dining,Whole Foods,CAD,Failed
4276,5048,2023-02-02,1053.77,credit,DD,Payroll,United Airlines,MXN,Failed
4277,5179,08/21/2023,-3224.11,Debit,Direct Deposit,Google,Google,USD,declined
4278,5243,2023-02-27,-7268.03,DEBIT,shopping,,Spotify,USD,P
4279,5099,2023-12-31,-8728.08,DEBIT,healthcare,Healthcare,Shell,USD,P
4280,5191,"Dec 25, 2023",807.12,CR,HOTEL,HOTEL,United Airlines,USD,declined
4281,5237,15-Mar-2023,983.32,debit,F&D,F&D,Google,EUR,P
4282,5200,"Jun 25, 2024",4756.29,CR,ATM Cash,,,USD,declined
4283,5060,"Mar 15, 2024",-7804.38,DEBIT,Food & Dining,Google,Google,USD,P
4284,5051,"Sep 22, 2023",-2252.05,DEBIT,direct deposit,direct deposit,Target,USD,Failed
4285,5177,09-Apr-2023,5075.96,Credit,Xfer,Transfer,Spotify,USD,Pending
4286,5173,"Jul 04, 2023",4381.48,CR,Cash,ATM Withdrawal,Netflix,USD,declined
4287,5201,"Jan 24, 2023",1948.57,CR,food,,Netflix,MXN,failed
4288,5363,21-Jun-2024,8111.96,CR,cash,ATM Withdrawal,Shell,USD,Declined
4289,5027,2023-01-06,-6017.62,DR,healthcare,unknown,unknown,GBP,P
4290,5291,27-Jan-2023,-3452.69,Debit,ATM Cash,ATM Withdrawal,Apple,USD,PENDING
4291,5338,"Jan 12, 2023",-5524.71,DEBIT,payroll,unknown,Walmart,USD,COMPLETED
4292,5098,2024-05-25,306.59,CREDIT,airline,Travel,Whole Foods,USD,failed
4293,5303,14-Jun-2023,8055.55,DR,Shopping,Shopping,Shell,USD,COMPLETED
4294,5105,"Mar 26, 2023",-4273.68,DEBIT,UTILITIES,Shell,Shell,USD,Completed
4295,5112,04/29/2024,9178.68,debit,wire transfer,null,Whole Foods,USD,P
4296,5075,02/26/2023,328.02,credit,transfer,Transfer,United Airlines,USD,PENDING
4297,5338,"Mar 11, 2024",6766.72,CR,hotel,,Netflix,USD,COMPLETED
4298,5189,17-Jan-2023,-8070.38,DR,F&D,F&D,Apple,USD,Declined
4299,5338,08/04/2023,1030.59,credit,wire transfer,Walmart,Walmart,CAD,Declined
4300,5235,2023-03-14,6578.56,credit,restaurants,restaurants,Shell,USD,F
4301,5239,2024-01-22,644.05,credit,F&D,N/A,Shell,USD,Pending
4302,5277,09/29/2023,-1109.52,Debit,bills,Amazon,Amazon,USD,declined
4303,5339,2023-10-07,2609.27,CREDIT,Direct Deposit,null,Walmart,USD,PENDING
4304,5056,05/15/2024,4149.32,Credit,purchase,Shopping,Amazon,USD,P
4305,5218,06/16/2024,580.42,Credit,utilities,unknown,Starbucks,USD,Completed
